Genome Name,Study,Sample Name,Assembler,Genome Size,N50,# Contigs,Completeness,Contamination,Strain Heterogeneity,SGB ID
QinN_2014__LD-87__bin.5,QinN_2014,LD-87,metaSPAdes,3549235,26650,210,97.34299517,0.724637681,0.0904213,4940
QinN_2014__LD-87__bin.6,QinN_2014,LD-87,metaSPAdes,3989125,93363,78,76.55172414,0,0.5694814,1836
QinN_2014__LD-88__bin.2,QinN_2014,LD-88,metaSPAdes,2328989,61235,81,77.85234899,1.342281879,0.2425748,4540
QinN_2014__LD-88__bin.22,QinN_2014,LD-88,metaSPAdes,3866252,5540,899,74.15204678,3.50877193,1.1696067,4664
QinN_2014__LD-88__bin.24,QinN_2014,LD-88,metaSPAdes,2696948,141308,27,97.98657718,0.67114094,0.2757804,5082
QinN_2014__LD-88__bin.25,QinN_2014,LD-88,metaSPAdes,1809019,178173,21,57.89473684,0,0.0988378,5062
QinN_2014__LD-88__bin.27,QinN_2014,LD-88,metaSPAdes,3265534,124507,42,97.82608696,2.657004831,0.1434357,4925
QinN_2014__LD-88__bin.28,QinN_2014,LD-88,metaSPAdes,3170901,74770,82,100,1.123595506,0.1250105,6038
QinN_2014__LD-88__bin.29,QinN_2014,LD-88,metaSPAdes,3954529,359180,19,83.3994709,0.334821429,0.0184924,10139
QinN_2014__LD-88__bin.33,QinN_2014,LD-88,metaSPAdes,909334,3862,263,53.96341135,1.047765794,0.63789,8076
QinN_2014__LD-88__bin.35,QinN_2014,LD-88,metaSPAdes,2207785,50435,67,91.4611678,0.680272109,1.2770121,15342
QinN_2014__LD-88__bin.36,QinN_2014,LD-88,metaSPAdes,3394709,24194,295,97.48427673,2.830188679,0.4796645,6754
QinN_2014__LD-88__bin.37,QinN_2014,LD-88,metaSPAdes,1909414,5610,385,67.83743287,1.793248945,1.2560964,4705
QinN_2014__LD-88__bin.38,QinN_2014,LD-88,metaSPAdes,2761467,106796,64,99.36708861,0.949367089,0.2783207,4588
QinN_2014__LD-88__bin.4,QinN_2014,LD-88,metaSPAdes,1966863,8743,312,50.89285714,3.571428571,2.073886,15317
QinN_2014__LD-88__bin.41,QinN_2014,LD-88,metaSPAdes,2105001,21944,161,93.31285202,0.844854071,1.1410382,17248
QinN_2014__LD-88__bin.42,QinN_2014,LD-88,metaSPAdes,1663994,62438,41,71.34502924,0,0.6452874,4564
QinN_2014__LD-88__bin.46,QinN_2014,LD-88,metaSPAdes,1172580,117930,18,57.89473684,0,0.2256031,4874
QinN_2014__LD-88__bin.52,QinN_2014,LD-88,metaSPAdes,2230070,122769,47,89.45578231,0,0.1332461,15316
QinN_2014__LD-88__bin.53,QinN_2014,LD-88,metaSPAdes,3233074,80457,65,95.49114332,3.703703704,0.19086,4914
QinN_2014__LD-88__bin.54,QinN_2014,LD-88,metaSPAdes,3257981,80773,59,97.46835443,0,0.141728,4844
QinN_2014__LD-88__bin.58,QinN_2014,LD-88,metaSPAdes,3297561,19121,290,93.77796421,0.33557047,0.3315052,15132
QinN_2014__LD-88__bin.9,QinN_2014,LD-88,metaSPAdes,4527294,18536,385,62.93103448,0,0.8261148,10068
QinN_2014__LD-89__bin.1,QinN_2014,LD-89,metaSPAdes,3285410,35272,170,80.37974684,0.632911392,0.1329195,4834
QinN_2014__LD-89__bin.11,QinN_2014,LD-89,metaSPAdes,4249385,26640,251,99.05660377,0.471698113,0.0775173,4038
QinN_2014__LD-89__bin.13,QinN_2014,LD-89,metaSPAdes,3097387,6560,600,98.87640449,2.247191011,0.1172202,6039
QinN_2014__LD-89__bin.15,QinN_2014,LD-89,metaSPAdes,5726741,14372,592,94.67468806,0.961538462,0.5468124,1942
QinN_2014__LD-89__bin.16,QinN_2014,LD-89,metaSPAdes,1573569,6912,297,81.75169988,2.401746725,0.5069161,8010
QinN_2014__LD-89__bin.17,QinN_2014,LD-89,metaSPAdes,2068552,10990,275,93.69261477,1.497005988,0.1263504,6922
QinN_2014__LD-89__bin.19,QinN_2014,LD-89,metaSPAdes,1358862,161341,13,50,0,0.127598,4584
QinN_2014__LD-89__bin.22,QinN_2014,LD-89,metaSPAdes,5518878,22224,388,64.29467085,0,0.9500293,1861
QinN_2014__LD-89__bin.34,QinN_2014,LD-89,metaSPAdes,1715497,51789,61,81.11840834,1.19760479,0.0302444,5792
QinN_2014__LD-89__bin.35,QinN_2014,LD-89,metaSPAdes,3031481,39703,125,94.23076923,0.480769231,0.0570291,2303
QinN_2014__LD-89__bin.36,QinN_2014,LD-89,metaSPAdes,1634421,37561,68,95.35519126,0,0.0798869,7106
QinN_2014__LD-89__bin.39,QinN_2014,LD-89,metaSPAdes,4153031,26056,267,96.03198224,1.642691799,0.2037483,10068
QinN_2014__LD-89__bin.4,QinN_2014,LD-89,metaSPAdes,2473230,4929,593,81.74087817,0.453514739,0.220208,15271
QinN_2014__LD-89__bin.40,QinN_2014,LD-89,metaSPAdes,2583696,28332,127,99.36708861,0.105485232,0.0457995,9262
QinN_2014__LD-89__bin.41,QinN_2014,LD-89,metaSPAdes,3402014,4860,799,92.11045365,1.183431953,0.1725018,15452
QinN_2014__LD-89__bin.5,QinN_2014,LD-89,metaSPAdes,1645166,3100,572,57.48461969,0,0.7233273,15132
QinN_2014__LD-89__bin.9,QinN_2014,LD-89,metaSPAdes,2628608,109340,41,73.866171,0.353159851,0.0709509,1830
QinN_2014__LD-9__bin.1,QinN_2014,LD-9,metaSPAdes,2195057,5048,528,76.21241214,1.299283154,0.1087444,6179
QinN_2014__LD-9__bin.12,QinN_2014,LD-9,metaSPAdes,4997597,94706,89,98.51190476,0.037202381,0.0589375,10115
QinN_2014__LD-9__bin.13,QinN_2014,LD-9,metaSPAdes,2727955,52900,85,97.16862416,0.67114094,0.4008354,5077
QinN_2014__LD-9__bin.15,QinN_2014,LD-9,metaSPAdes,3358519,80725,80,99.77628635,0,0.0850124,5062
QinN_2014__LD-9__bin.19,QinN_2014,LD-9,metaSPAdes,2817186,114603,35,98.61577181,0,0.1010739,5082
QinN_2014__LD-9__bin.22,QinN_2014,LD-9,metaSPAdes,2688641,110810,43,99.51690821,0.801127214,0.1500458,4938
QinN_2014__LD-9__bin.23,QinN_2014,LD-9,metaSPAdes,2906416,20371,214,93.15619968,2.818035427,0.2794523,4910
QinN_2014__LD-9__bin.24,QinN_2014,LD-9,metaSPAdes,2915394,23882,168,96.18941916,0.754716981,0.1419411,1965
QinN_2014__LD-9__bin.25,QinN_2014,LD-9,metaSPAdes,1463391,3615,444,61.81729205,0.894854586,0.2004971,4269
QinN_2014__LD-9__bin.3,QinN_2014,LD-9,metaSPAdes,2392102,59112,62,96.42857143,0,0.0989583,15316
QinN_2014__LD-9__bin.4,QinN_2014,LD-9,metaSPAdes,4661106,71271,123,80.17241379,1.724137931,0.0957399,1814
QinN_2014__LD-9__bin.5,QinN_2014,LD-9,metaSPAdes,4798734,154107,64,97.69103676,0,0.161584,1853
QinN_2014__LD-9__bin.6,QinN_2014,LD-9,metaSPAdes,3645409,22033,268,97.91821561,1.579925651,0.22765,1798
QinN_2014__LD-9__bin.8,QinN_2014,LD-9,metaSPAdes,3244665,49087,119,98.13432836,0.497512438,0.0413085,1891
QinN_2014__LD-90__bin.13,QinN_2014,LD-90,metaSPAdes,1870282,8425,290,88.60544218,0,0.5301876,15316
QinN_2014__LD-90__bin.17,QinN_2014,LD-90,metaSPAdes,3656295,82166,99,99.51690821,1.93236715,0.0910609,4940
QinN_2014__LD-90__bin.18,QinN_2014,LD-90,metaSPAdes,964242,355158,5,52.63157895,0,0.0656288,5089
QinN_2014__LD-90__bin.20,QinN_2014,LD-90,metaSPAdes,5179712,10056,750,87.04312354,1.858974359,0.7171183,1942
QinN_2014__LD-90__bin.22,QinN_2014,LD-90,metaSPAdes,1382591,4295,364,71.20758483,3.71257485,0.7493823,6939
QinN_2014__LD-90__bin.3,QinN_2014,LD-90,metaSPAdes,2883199,54353,90,92.76845638,0,0.283846,5076
QinN_2014__LD-90__bin.8,QinN_2014,LD-90,metaSPAdes,1369046,3574,412,51.9138756,0.877192982,0.3593145,5792
QinN_2014__LD-90__bin.9,QinN_2014,LD-90,metaSPAdes,2559695,4658,647,73.03220968,0,0.9584665,4659
QinN_2014__LD-91__bin.1,QinN_2014,LD-91,metaSPAdes,4639363,88759,90,98.87218045,0,0.0564906,1814
QinN_2014__LD-91__bin.12,QinN_2014,LD-91,metaSPAdes,6059995,194327,46,99.38742487,0.080906149,0.0835557,1861
QinN_2014__LD-91__bin.15,QinN_2014,LD-91,metaSPAdes,1677811,4045,464,76.26623377,1.515151515,0.3549725,17234
QinN_2014__LD-91__bin.16,QinN_2014,LD-91,metaSPAdes,2312860,9963,331,87.65822785,1.635021097,0.6648242,4716
QinN_2014__LD-91__bin.20,QinN_2014,LD-91,metaSPAdes,1405339,4877,332,83.05389222,1.701143168,0.5226057,5868
QinN_2014__LD-91__bin.21,QinN_2014,LD-91,metaSPAdes,1755125,315766,12,64.85492846,0,0.0695799,1531
QinN_2014__LD-91__bin.22,QinN_2014,LD-91,metaSPAdes,2226068,30125,124,95.74829932,0,0.2312358,15316
QinN_2014__LD-91__bin.3,QinN_2014,LD-91,metaSPAdes,1917270,3058,665,56.14513423,1.342281879,1.4248529,15132
QinN_2014__LD-91__bin.6,QinN_2014,LD-91,metaSPAdes,3138971,150019,39,99.32885906,0.67114094,0.0389166,5077
QinN_2014__LD-91__bin.8,QinN_2014,LD-91,metaSPAdes,970616,211527,13,77.48691099,0,0.0349106,7082
QinN_2014__LD-91__bin.9,QinN_2014,LD-91,metaSPAdes,2798191,9237,409,56.14035088,0,0.5906178,4951
QinN_2014__LD-92__bin.1,QinN_2014,LD-92,metaSPAdes,1802001,25439,105,89.91525424,0.677966102,0.3157715,8076
QinN_2014__LD-92__bin.14,QinN_2014,LD-92,metaSPAdes,2974554,117501,34,63.9044289,0,0.1583226,1934
QinN_2014__LD-92__bin.15,QinN_2014,LD-92,metaSPAdes,3586279,6760,644,87.59601757,1.680436379,0.2668944,10068
QinN_2014__LD-92__bin.18,QinN_2014,LD-92,metaSPAdes,2158458,5958,464,84.39342127,1.123595506,1.6380903,6036
QinN_2014__LD-92__bin.20,QinN_2014,LD-92,metaSPAdes,1519672,7822,256,75.78751588,3.263473054,0.780158,6939
QinN_2014__LD-92__bin.21,QinN_2014,LD-92,metaSPAdes,1418659,137549,17,60.34482759,0,0.0606901,4584
QinN_2014__LD-92__bin.24,QinN_2014,LD-92,metaSPAdes,2078364,10434,321,95.80745342,0.931677019,0.1013017,9293
QinN_2014__LD-92__bin.27,QinN_2014,LD-92,metaSPAdes,2649305,50096,97,98.10126582,0.632911392,0.2970487,4588
QinN_2014__LD-92__bin.28,QinN_2014,LD-92,metaSPAdes,1787680,8059,306,83.25430441,2.613636364,0.5679175,9712
QinN_2014__LD-92__bin.3,QinN_2014,LD-92,metaSPAdes,2750096,73224,66,97.44127517,0,0.0876445,5075
QinN_2014__LD-92__bin.7,QinN_2014,LD-92,metaSPAdes,2499818,66963,66,85.39325843,1.685393258,0.0900979,6031
QinN_2014__LD-92__bin.9,QinN_2014,LD-92,metaSPAdes,3657660,128255,61,61.74038116,0,0.2580801,1872
QinN_2014__LD-93__bin.1,QinN_2014,LD-93,metaSPAdes,3545806,101229,85,96.73409823,0.845410628,0.3236326,4951
QinN_2014__LD-93__bin.10,QinN_2014,LD-93,metaSPAdes,3576481,24959,235,92.95166858,0.850474684,0.5207718,4820
QinN_2014__LD-93__bin.11,QinN_2014,LD-93,metaSPAdes,3286334,83549,61,98.64864865,1.013513514,0.0242434,1687
QinN_2014__LD-93__bin.12,QinN_2014,LD-93,metaSPAdes,2232327,105308,47,93.25963719,0.907029478,0.456897,15342
QinN_2014__LD-93__bin.14,QinN_2014,LD-93,metaSPAdes,2685184,23652,174,95.61694847,2.173913043,0.5477868,4910
QinN_2014__LD-93__bin.15,QinN_2014,LD-93,metaSPAdes,2647383,9010,400,91.11526659,1.76028481,1.2209691,4874
QinN_2014__LD-93__bin.16,QinN_2014,LD-93,metaSPAdes,5924148,197825,56,80,1.724137931,0.2320686,1861
QinN_2014__LD-93__bin.21,QinN_2014,LD-93,metaSPAdes,2003632,91332,51,93.87755102,0,1.1455309,15316
QinN_2014__LD-93__bin.23,QinN_2014,LD-93,metaSPAdes,1729687,4719,413,88.52668733,2.130681818,0.6353252,9675
QinN_2014__LD-93__bin.3,QinN_2014,LD-93,metaSPAdes,1293258,208467,12,53.02013423,0.67114094,0.0728291,4285
QinN_2014__LD-93__bin.30,QinN_2014,LD-93,metaSPAdes,6384784,157511,89,75.68965517,0,0.5462069,1872
QinN_2014__LD-93__bin.32,QinN_2014,LD-93,metaSPAdes,2597601,75373,66,95.57823129,0,0.5834121,15300
QinN_2014__LD-93__bin.34,QinN_2014,LD-93,metaSPAdes,1435131,61530,52,52.63157895,0,0.171516,5090
QinN_2014__LD-93__bin.37,QinN_2014,LD-93,metaSPAdes,3540177,93844,69,99.10514541,0.67114094,0.0922763,5062
QinN_2014__LD-93__bin.39,QinN_2014,LD-93,metaSPAdes,3468805,70172,117,99.03381643,0.885668277,0.1607331,4940
QinN_2014__LD-93__bin.40,QinN_2014,LD-93,metaSPAdes,2973147,129354,35,97.31543624,0,0.1496522,5076
QinN_2014__LD-93__bin.41,QinN_2014,LD-93,metaSPAdes,1887233,12110,258,94.85458613,0,0.6695427,4272
QinN_2014__LD-93__bin.8,QinN_2014,LD-93,metaSPAdes,4907877,302830,34,98.67823214,0,0.0691783,1855
QinN_2014__LD-94__bin.10,QinN_2014,LD-94,metaSPAdes,2332632,85836,49,68.57794362,0.497512438,0.1617364,1903
QinN_2014__LD-94__bin.11,QinN_2014,LD-94,metaSPAdes,1681739,113916,23,54.38596491,0,0.0780893,5062
QinN_2014__LD-94__bin.12,QinN_2014,LD-94,metaSPAdes,3597902,28847,209,70.34482759,1.724137931,0.7000848,1836
QinN_2014__LD-94__bin.16,QinN_2014,LD-94,metaSPAdes,1857780,6987,327,86.05442177,0.907029478,0.9713631,15316
QinN_2014__LD-94__bin.18,QinN_2014,LD-94,metaSPAdes,2654646,45952,103,91.03059581,3.623188406,0.5232711,4925
QinN_2014__LD-94__bin.2,QinN_2014,LD-94,metaSPAdes,1566114,124773,19,69.33724832,0.33557047,0.509794,5075
QinN_2014__LD-94__bin.23,QinN_2014,LD-94,metaSPAdes,2780417,92310,44,97.98657718,0.67114094,0.0906788,5082
QinN_2014__LD-94__bin.26,QinN_2014,LD-94,metaSPAdes,2098434,51327,68,98.55769231,1.442307692,0.2361183,2318
QinN_2014__LD-94__bin.27,QinN_2014,LD-94,metaSPAdes,2542434,79903,46,96.6442953,0.67114094,0.2625527,5111
QinN_2014__LD-94__bin.30,QinN_2014,LD-94,metaSPAdes,3636967,36081,178,84.48275862,3.448275862,0.517178,1891
QinN_2014__LD-94__bin.34,QinN_2014,LD-94,metaSPAdes,1833670,198053,13,76.51006711,0.67114094,0.0751113,4285
QinN_2014__LD-94__bin.36,QinN_2014,LD-94,metaSPAdes,1948723,12983,216,90.75147448,0.67114094,0.2530988,4367
QinN_2014__LD-94__bin.37,QinN_2014,LD-94,metaSPAdes,1860850,5036,436,85.03660769,1.510067114,0.6357412,4269
QinN_2014__LD-94__bin.38,QinN_2014,LD-94,metaSPAdes,4667912,101276,88,81.50226257,2.999306519,0.2398209,1861
QinN_2014__LD-94__bin.4,QinN_2014,LD-94,metaSPAdes,2084075,29559,134,97.88487541,2.095808383,0.1627236,5792
QinN_2014__LD-94__bin.41,QinN_2014,LD-94,metaSPAdes,1745669,3670,517,51.55172414,0.862068966,0.7694998,1965
QinN_2014__LD-94__bin.44,QinN_2014,LD-94,metaSPAdes,2807899,6238,586,78.10344828,3.448275862,1.3785443,6039
QinN_2014__LD-94__bin.46,QinN_2014,LD-94,metaSPAdes,1531241,127002,30,56.89655172,1.724137931,0.0789724,6031
QinN_2014__LD-94__bin.5,QinN_2014,LD-94,metaSPAdes,2454871,4286,646,53.87147335,0.626959248,0.9805239,4584
QinN_2014__LD-94__bin.6,QinN_2014,LD-94,metaSPAdes,4317529,22547,312,97.14326098,2.219210601,0.2339272,10068
QinN_2014__LD-94__bin.7,QinN_2014,LD-94,metaSPAdes,3660865,110498,67,98.06763285,0.362318841,0.1886967,4951
QinN_2014__LD-94__bin.9,QinN_2014,LD-94,metaSPAdes,4267246,27044,279,93.25106266,1.358974359,0.3375475,1934
QinN_2014__LD-95__bin.10,QinN_2014,LD-95,metaSPAdes,4124301,101464,67,95.55968608,1.115241636,0.2694956,1836
QinN_2014__LD-95__bin.12,QinN_2014,LD-95,metaSPAdes,3646394,56162,94,96.73688558,4.646840149,0.4669271,1830
QinN_2014__LD-95__bin.14,QinN_2014,LD-95,metaSPAdes,5794592,114958,98,81.37931034,0,0.733398,1861
QinN_2014__LD-95__bin.17,QinN_2014,LD-95,metaSPAdes,3723222,3052,1270,54.00318979,4.545454545,1.3721312,4882
QinN_2014__LD-95__bin.19,QinN_2014,LD-95,metaSPAdes,1216844,2871,439,57.16319444,1.875,1.1489902,9289
QinN_2014__LD-95__bin.2,QinN_2014,LD-95,metaSPAdes,2102587,104467,32,54.56140351,0,0.2285964,5082
QinN_2014__LD-95__bin.20,QinN_2014,LD-95,metaSPAdes,2429065,236337,16,99.98068379,1.696606786,0.0189009,5792
QinN_2014__LD-95__bin.21,QinN_2014,LD-95,metaSPAdes,1986599,20943,166,96.11297539,2.572706935,0.3226974,5190
QinN_2014__LD-95__bin.24,QinN_2014,LD-95,metaSPAdes,5023582,109202,88,98.78787879,0.974358974,0.2438397,1934
QinN_2014__LD-95__bin.27,QinN_2014,LD-95,metaSPAdes,6456473,185911,59,95.08629989,0.21574973,0.2231861,1870
QinN_2014__LD-95__bin.34,QinN_2014,LD-95,metaSPAdes,4104078,87202,61,98.92473118,0,0.0787204,1790
QinN_2014__LD-95__bin.35,QinN_2014,LD-95,metaSPAdes,2743362,58818,76,79.79684909,0.012437811,0.0329668,1899
QinN_2014__LD-95__bin.38,QinN_2014,LD-95,metaSPAdes,2484523,14365,277,90.75086306,3.680116034,0.6863633,4705
QinN_2014__LD-95__bin.39,QinN_2014,LD-95,metaSPAdes,1787815,8215,308,59.68614719,0,2.1151494,15332
QinN_2014__LD-95__bin.40,QinN_2014,LD-95,metaSPAdes,1672415,3517,516,66.39732052,0,0.3066125,5183
QinN_2014__LD-95__bin.41,QinN_2014,LD-95,metaSPAdes,2101045,269147,17,97.59615385,1.442307692,0.0369898,2318
QinN_2014__LD-95__bin.43,QinN_2014,LD-95,metaSPAdes,5030890,101139,103,85.17241379,3.275862069,0.1381427,1814
QinN_2014__LD-95__bin.44,QinN_2014,LD-95,metaSPAdes,2403810,128076,35,98.75,0.625,0.0290463,9281
QinN_2014__LD-95__bin.46,QinN_2014,LD-95,metaSPAdes,1707884,17027,129,80.93349603,0.083892617,0.8872471,15054
QinN_2014__LD-95__bin.5,QinN_2014,LD-95,metaSPAdes,2235154,50110,65,91.15646259,0.680272109,0.1434648,15316
QinN_2014__LD-95__bin.7,QinN_2014,LD-95,metaSPAdes,3190604,65977,90,95.89371981,0.966183575,0.1091169,4940
QinN_2014__LD-95__bin.9,QinN_2014,LD-95,metaSPAdes,2412112,100499,44,83.91812865,0,0.150592,4564
QinN_2014__LD-96__bin.10,QinN_2014,LD-96,metaSPAdes,2267435,13521,258,96.41350211,0.421940928,0.3020503,9260
QinN_2014__LD-96__bin.17,QinN_2014,LD-96,metaSPAdes,3201505,226972,24,72.01923077,0,0.1044924,1934
QinN_2014__LD-96__bin.22,QinN_2014,LD-96,metaSPAdes,2879804,56298,69,99.41520468,0.66833751,0.0826038,4584
QinN_2014__LD-96__bin.24,QinN_2014,LD-96,metaSPAdes,3711406,310458,21,82.44047619,0.037202381,0.0112449,10115
QinN_2014__LD-96__bin.4,QinN_2014,LD-96,metaSPAdes,1646984,88568,39,63.0952381,0,0.1509577,15316
QinN_2014__LD-96__bin.8,QinN_2014,LD-96,metaSPAdes,1932914,4713,476,84.83146067,0,0.077989,6031
QinN_2014__LD-97__bin.1,QinN_2014,LD-97,metaSPAdes,3824905,29168,205,95.18867407,0.416666667,0.4055482,1949
QinN_2014__LD-97__bin.10,QinN_2014,LD-97,metaSPAdes,2023674,17209,192,73.70856213,0,0.6683342,4644
QinN_2014__LD-97__bin.11,QinN_2014,LD-97,metaSPAdes,4098204,85053,91,91.7306898,2.788104089,0.4934319,1836
QinN_2014__LD-97__bin.16,QinN_2014,LD-97,metaSPAdes,2553730,84287,54,98.63013699,0,0.2009013,4262
QinN_2014__LD-97__bin.17,QinN_2014,LD-97,metaSPAdes,2740903,59740,74,97.5,0.041666667,0.1431092,9259
QinN_2014__LD-97__bin.18,QinN_2014,LD-97,metaSPAdes,3262678,63132,85,99.10514541,0,0.2430897,5062
QinN_2014__LD-97__bin.2,QinN_2014,LD-97,metaSPAdes,2165791,74420,38,98.80239521,0.898203593,0.0801761,5767
QinN_2014__LD-97__bin.20,QinN_2014,LD-97,metaSPAdes,2086064,51439,63,98.55769231,0.961538462,0.2073221,2318
QinN_2014__LD-97__bin.22,QinN_2014,LD-97,metaSPAdes,2605778,26881,164,90.59294872,2.163461538,1.5824245,2290
QinN_2014__LD-97__bin.23,QinN_2014,LD-97,metaSPAdes,2817857,16792,244,96.65741768,1.132075472,0.3438381,1965
QinN_2014__LD-97__bin.25,QinN_2014,LD-97,metaSPAdes,2061062,12930,235,85.20329881,4.430379747,0.9469564,4767
QinN_2014__LD-97__bin.27,QinN_2014,LD-97,metaSPAdes,2632141,62723,84,96.18288591,0,0.6039211,5077
QinN_2014__LD-97__bin.29,QinN_2014,LD-97,metaSPAdes,2431557,38095,104,94.77323571,1.342281879,0.5791188,15022
QinN_2014__LD-97__bin.30,QinN_2014,LD-97,metaSPAdes,1909209,186237,25,97.98657718,1.067724222,0.0814,4348
QinN_2014__LD-97__bin.34,QinN_2014,LD-97,metaSPAdes,3162912,82877,77,75.17241379,0,0.4790757,1830
QinN_2014__LD-97__bin.37,QinN_2014,LD-97,metaSPAdes,2559531,209554,28,91.94630872,0,0.1252058,5111
QinN_2014__LD-97__bin.39,QinN_2014,LD-97,metaSPAdes,1597434,13925,179,72.27450681,3.578020134,1.8492717,6367
QinN_2014__LD-97__bin.4,QinN_2014,LD-97,metaSPAdes,2619564,77399,53,95.41062802,0,0.3559653,4921
QinN_2014__LD-97__bin.42,QinN_2014,LD-97,metaSPAdes,1997709,71292,42,71.85185185,0,0.0485304,1679
QinN_2014__LD-97__bin.43,QinN_2014,LD-97,metaSPAdes,2868522,27999,161,88.69812253,2.173913043,0.6839167,4939
QinN_2014__LD-97__bin.46,QinN_2014,LD-97,metaSPAdes,3079646,23142,204,79.07078302,0,0.2373943,1814
QinN_2014__LD-97__bin.47,QinN_2014,LD-97,metaSPAdes,2398777,36699,109,98.73417722,0.210970464,0.0325697,9262
QinN_2014__LD-97__bin.49,QinN_2014,LD-97,metaSPAdes,2080145,41052,79,97.63003356,3.020134228,0.3086943,4290
QinN_2014__LD-97__bin.5,QinN_2014,LD-97,metaSPAdes,1280116,15764,129,88.20224719,4.04494382,0.5187982,6478
QinN_2014__LD-97__bin.53,QinN_2014,LD-97,metaSPAdes,1494472,192226,17,76.22063758,2.125279642,0.1353364,6340
QinN_2014__LD-97__bin.55,QinN_2014,LD-97,metaSPAdes,2145128,9890,319,82.09647495,0.340136054,2.0327971,15299
QinN_2014__LD-97__bin.56,QinN_2014,LD-97,metaSPAdes,1016528,65054,34,51.67785235,0.33557047,0.1262085,4280
QinN_2014__LD-97__bin.57,QinN_2014,LD-97,metaSPAdes,2160599,6861,413,90.35186044,4.897959184,1.8717651,15286
QinN_2014__LD-97__bin.6,QinN_2014,LD-97,metaSPAdes,1601863,102342,27,50.87719298,0,0.3356428,5075
QinN_2014__LD-97__bin.60,QinN_2014,LD-97,metaSPAdes,2281375,5521,501,67.61411584,1.522943038,1.0797223,4706
QinN_2014__LD-97__bin.63,QinN_2014,LD-97,metaSPAdes,2625411,52660,74,97.90660225,0,0.4421468,4933
QinN_2014__LD-97__bin.66,QinN_2014,LD-97,metaSPAdes,1878469,19893,142,92.14460037,0.67114094,0.8171784,4285
QinN_2014__LD-97__bin.68,QinN_2014,LD-97,metaSPAdes,2041031,43512,86,98.32214765,0.33557047,0.7133122,15254
QinN_2014__LD-97__bin.72,QinN_2014,LD-97,metaSPAdes,1957036,71377,52,97.98657718,0,0.3321014,15054
QinN_2014__LD-97__bin.79,QinN_2014,LD-97,metaSPAdes,1640008,4340,420,54.56140351,1.754385965,1.3050643,4957
QinN_2014__LD-97__bin.8,QinN_2014,LD-97,metaSPAdes,2202525,98077,40,96.6442953,0,0.7242099,5087
QinN_2014__LD-97__bin.80,QinN_2014,LD-97,metaSPAdes,2403385,42516,81,72.91873964,0,0.0682358,1899
QinN_2014__LD-97__bin.82,QinN_2014,LD-97,metaSPAdes,2557048,5632,562,83.60215054,1.282991202,0.6548867,15369
QinN_2014__LD-97__bin.83,QinN_2014,LD-97,metaSPAdes,2120067,6703,383,82.08511287,1.565995526,0.7046991,4191
QinN_2014__LD-97__bin.87,QinN_2014,LD-97,metaSPAdes,2706210,92142,46,99.24496644,0,0.3319053,5089
QinN_2014__LD-97__bin.88,QinN_2014,LD-97,metaSPAdes,2578725,143243,44,99.32885906,0.67114094,0.2513824,5045
QinN_2014__LD-97__bin.9,QinN_2014,LD-97,metaSPAdes,6383439,85333,125,94.08921933,0.557620818,0.4870761,1844
QinN_2014__LD-97__bin.90,QinN_2014,LD-97,metaSPAdes,2643933,62995,73,96.62162162,0.675675676,0.3196748,4651
QinN_2014__LD-97__bin.91,QinN_2014,LD-97,metaSPAdes,4364814,33901,207,82.52688172,2.240143369,0.2755808,1778
QinN_2014__LD-97__bin.92,QinN_2014,LD-97,metaSPAdes,2574912,70492,57,95.97315436,0,0.0830854,4198
QinN_2014__LD-98__bin.11,QinN_2014,LD-98,metaSPAdes,1600204,5475,336,55.51948052,0,2.2057068,15316
QinN_2014__LD-98__bin.13,QinN_2014,LD-98,metaSPAdes,2033712,88900,35,56.89655172,0,0.1088193,1626
QinN_2014__LD-98__bin.15,QinN_2014,LD-98,metaSPAdes,2739910,23083,183,97.23154362,0.503355705,0.868044,5071
QinN_2014__LD-98__bin.2,QinN_2014,LD-98,metaSPAdes,1957289,203406,23,98.20359281,0,0.1768473,6952
QinN_2014__LD-98__bin.20,QinN_2014,LD-98,metaSPAdes,2487444,60385,71,98.73417722,0,0.2217667,4588
QinN_2014__LD-98__bin.24,QinN_2014,LD-98,metaSPAdes,2347270,21964,169,97.51552795,1.242236025,0.1302905,9286
QinN_2014__LD-98__bin.25,QinN_2014,LD-98,metaSPAdes,2849554,57759,89,84.43205287,0.371747212,0.6163093,1830
QinN_2014__LD-98__bin.3,QinN_2014,LD-98,metaSPAdes,3208701,57723,86,98.38969404,2.173913043,0.2129124,4914
QinN_2014__LD-98__bin.30,QinN_2014,LD-98,metaSPAdes,2183990,394485,12,70.1754386,0,0.0331603,5075
QinN_2014__LD-98__bin.33,QinN_2014,LD-98,metaSPAdes,2398513,93254,55,72.80701754,0,0.1808198,4564
QinN_2014__LD-98__bin.35,QinN_2014,LD-98,metaSPAdes,3013860,143956,24,64.88095238,0.210813492,0.00878,10086
QinN_2014__LD-98__bin.4,QinN_2014,LD-98,metaSPAdes,2400073,9190,416,90.32700422,3.05907173,0.2208119,6962
QinN_2014__LV-1__bin.1,QinN_2014,LV-1,metaSPAdes,2089583,4442,536,84.31677019,2.173913043,0.0547903,9292
QinN_2014__LV-1__bin.14,QinN_2014,LV-1,metaSPAdes,1187026,3461,365,56.57257333,0.499001996,0.1208181,5792
